Date,Open,High,Low,Close,Adj Close,Volume
9/3/2019,10345.73,10736.10,10308.55,10623.54,10623.54,19384917989
9/4/2019,10621.18,10762.64,10434.71,10594.49,10594.49,16742664769
9/5/2019,10588.18,10627.27,10516.42,10575.53,10575.53,14551239508
9/6/2019,10578.20,10898.76,10292.30,10353.30,10353.30,19536574783
9/7/2019,10353.93,10558.67,10348.92,10517.25,10517.25,15307366476
9/8/2019,10518.11,10595.64,10409.09,10441.28,10441.28,13670567493
9/9/2019,10443.23,10450.31,10144.93,10334.97,10334.97,17595943368
9/10/2019,10336.41,10394.35,10020.57,10115.98,10115.98,14906809639
9/11/2019,10123.04,10215.95,9980.78,10178.37,10178.37,15428063426
9/12/2019,10176.82,10442.25,10099.24,10410.13,10410.13,15323563925
9/13/2019,10415.36,10441.49,10226.60,10360.55,10360.55,14109864675
9/14/2019,10345.40,10422.13,10291.69,10358.05,10358.05,13468713124
9/15/2019,10356.47,10387.04,10313.09,10347.71,10347.71,12043433567
9/16/2019,10347.22,10386.87,10189.74,10276.79,10276.79,15160167779
9/17/2019,10281.51,10296.77,10199.74,10241.27,10241.27,15304603363
9/18/2019,10247.80,10275.93,10191.47,10198.25,10198.25,16169268880
9/19/2019,10200.50,10295.67,9851.69,10266.42,10266.42,19937691247
9/20/2019,10266.32,10285.87,10132.19,10181.64,10181.64,14734189639
9/21/2019,10183.65,10188.10,10000.71,10019.72,10019.72,13425266806
9/22/2019,10024.12,10074.44,9922.53,10070.39,10070.39,13199651698
9/23/2019,10067.96,10074.24,9727.14,9729.32,9729.32,15144925408
9/24/2019,9729.32,9804.32,8370.80,8620.57,8620.57,25002886689
9/25/2019,8603.43,8744.83,8325.40,8486.99,8486.99,21744728353
9/26/2019,8487.67,8515.69,7895.63,8118.97,8118.97,19258205289
9/27/2019,8113.10,8271.52,7965.92,8251.85,8251.85,16408941156
9/28/2019,8251.27,8285.62,8125.43,8245.92,8245.92,14141152736
9/29/2019,8246.04,8261.71,7990.50,8104.19,8104.19,13034629109
9/30/2019,8104.23,8314.23,7830.76,8293.87,8293.87,17115474183
10/1/2019,8299.72,8497.69,8232.68,8343.28,8343.28,15305343413
10/2/2019,8344.21,8393.04,8227.70,8393.04,8393.04,13125712443
10/3/2019,8390.77,8414.23,8146.44,8259.99,8259.99,13668823409
10/4/2019,8259.49,8260.06,8151.24,8205.94,8205.94,13139456229
10/5/2019,8210.15,8215.53,8071.12,8151.50,8151.50,12200497197
10/6/2019,8149.88,8161.41,7958.85,7988.16,7988.16,13160830305
10/7/2019,7989.12,8308.45,7905.77,8245.62,8245.62,18009742607
10/8/2019,8246.85,8332.71,8185.76,8228.78,8228.78,15592264032
10/9/2019,8229.84,8627.71,8169.30,8595.74,8595.74,19384942333
10/10/2019,8585.28,8625.27,8471.93,8586.47,8586.47,17618660671
10/11/2019,8585.26,8721.78,8316.18,8321.76,8321.76,19604381101
10/12/2019,8315.67,8415.24,8313.34,8336.56,8336.56,14532641605
10/13/2019,8336.90,8470.99,8276.61,8321.01,8321.01,13808286059
10/14/2019,8320.83,8390.21,8284.13,8374.69,8374.69,15151387859
10/15/2019,8373.46,8410.71,8182.71,8205.37,8205.37,15220412632
10/16/2019,8204.67,8216.81,7985.09,8047.53,8047.53,16071646996
10/17/2019,8047.81,8134.83,8000.94,8103.91,8103.91,14313052244
10/18/2019,8100.93,8138.41,7902.16,7973.21,7973.21,15651592610
10/19/2019,7973.80,8082.63,7944.78,7988.56,7988.56,13797825640
10/20/2019,7997.81,8281.82,7949.44,8222.08,8222.08,15504249442
10/21/2019,8225.12,8296.69,8196.42,8243.72,8243.72,15868748866
10/22/2019,8243.40,8296.65,8074.46,8078.20,8078.20,16803377857
10/23/2019,8076.23,8093.00,7469.32,7514.67,7514.67,21942878958
10/24/2019,7509.73,7532.87,7446.99,7493.49,7493.49,16268708849
10/25/2019,7490.70,8691.54,7479.98,8660.70,8660.70,28705065488
10/26/2019,8667.58,10021.74,8662.62,9244.97,9244.97,44496255609
10/27/2019,9241.71,9749.53,9112.54,9551.71,9551.71,32593129501
10/28/2019,9565.10,9805.12,9256.15,9256.15,9256.15,30948255332
10/29/2019,9248.44,9516.18,9232.65,9427.69,9427.69,28426779937
10/30/2019,9422.46,9426.87,9085.37,9205.73,9205.73,27706531577
10/31/2019,9202.46,9383.16,9028.72,9199.58,9199.58,26583653947
11/1/2019,9193.99,9275.66,9132.05,9261.10,9261.10,24324691031
11/2/2019,9259.78,9377.49,9249.59,9324.72,9324.72,21242676385
11/3/2019,9324.79,9379.81,9141.25,9235.35,9235.35,21132220847
11/4/2019,9235.61,9505.05,9191.49,9412.61,9412.61,26170255634
11/5/2019,9413.00,9457.42,9256.93,9342.53,9342.53,26198609048
11/6/2019,9340.86,9423.24,9305.91,9360.88,9360.88,23133895765
11/7/2019,9352.39,9368.48,9202.35,9267.56,9267.56,22700383839
11/8/2019,9265.37,9272.76,8775.53,8804.88,8804.88,24333037836
11/9/2019,8809.47,8891.82,8793.16,8813.58,8813.58,17578630606
11/10/2019,8812.49,9103.83,8806.16,9055.53,9055.53,20587919881
11/11/2019,9056.92,9081.28,8700.61,8757.79,8757.79,20265510765
11/12/2019,8759.75,8853.77,8685.43,8815.66,8815.66,20309769107
11/13/2019,8812.03,8836.84,8761.65,8808.26,8808.26,17545755405
11/14/2019,8811.94,8826.94,8692.55,8708.09,8708.09,19084739975
11/15/2019,8705.71,8730.87,8484.84,8491.99,8491.99,21796856471
11/16/2019,8491.17,8592.00,8473.97,8550.76,8550.76,16495389808
11/17/2019,8549.47,8727.79,8500.97,8577.98,8577.98,18668638897
11/18/2019,8573.98,8653.28,8273.57,8309.29,8309.29,21579470673
11/19/2019,8305.13,8408.52,8099.96,8206.15,8206.15,21083613816
11/20/2019,8203.61,8237.24,8010.51,8027.27,8027.27,20764300437
11/21/2019,8023.64,8110.10,7597.38,7642.75,7642.75,22514243371
11/22/2019,7643.57,7697.38,6936.71,7296.58,7296.58,34242315785
11/23/2019,7296.16,7442.26,7151.42,7397.80,7397.80,21008924418
11/24/2019,7398.63,7408.58,7029.29,7047.92,7047.92,30433517289
11/25/2019,7039.98,7319.86,6617.17,7146.13,7146.13,42685231262
11/26/2019,7145.16,7320.23,7098.57,7218.37,7218.37,21129505542
11/27/2019,7220.88,7619.69,6974.17,7531.66,7531.66,23991412764
11/28/2019,7536.82,7730.07,7454.12,7463.11,7463.11,19050116751
11/29/2019,7466.73,7781.18,7460.76,7761.24,7761.24,19709695456
11/30/2019,7764.06,7836.10,7515.85,7569.63,7569.63,17158194786
12/1/2019,7571.62,7571.62,7291.34,7424.29,7424.29,18720708479
12/2/2019,7424.04,7474.82,7233.40,7321.99,7321.99,17082040706
12/3/2019,7323.98,7418.86,7229.36,7320.15,7320.15,14797485769
12/4/2019,7320.13,7539.78,7170.92,7252.03,7252.03,21664240918
12/5/2019,7253.24,7743.43,7232.68,7448.31,7448.31,18816085231
12/6/2019,7450.56,7547.00,7392.18,7547.00,7547.00,18104466307
12/7/2019,7547.27,7589.95,7525.71,7556.24,7556.24,15453520564
12/8/2019,7551.34,7634.61,7476.09,7564.35,7564.35,15409908086
12/9/2019,7561.80,7618.09,7365.99,7400.90,7400.90,17872021272
12/10/2019,7397.13,7424.02,7246.04,7278.12,7278.12,18249031195
12/11/2019,7277.20,7324.16,7195.53,7217.43,7217.43,16350490689
12/12/2019,7216.74,7266.64,7164.74,7243.13,7243.13,18927080224
12/13/2019,7244.66,7293.56,7227.12,7269.68,7269.68,17125736940
12/14/2019,7268.90,7308.84,7097.21,7124.67,7124.67,17137029730
12/15/2019,7124.24,7181.08,6924.38,7152.30,7152.30,16881129804
12/16/2019,7153.66,7171.17,6903.68,6932.48,6932.48,20213265950
12/17/2019,6931.32,6964.08,6587.97,6640.52,6640.52,22363804217
12/18/2019,6647.70,7324.98,6540.05,7276.80,7276.80,31836522778
12/19/2019,7277.59,7346.60,7041.38,7202.84,7202.84,25904604416
12/20/2019,7208.64,7257.92,7086.12,7218.82,7218.82,22633815180
12/21/2019,7220.59,7223.23,7112.74,7191.16,7191.16,19312552168
12/22/2019,7191.19,7518.03,7167.18,7511.59,7511.59,23134537956
12/23/2019,7508.90,7656.18,7326.19,7355.63,7355.63,27831788041
12/24/2019,7354.39,7535.72,7269.53,7322.53,7322.53,22991622105
12/25/2019,7325.76,7357.02,7220.99,7275.16,7275.16,21559505149
12/26/2019,7274.80,7388.30,7200.39,7238.97,7238.97,22787010034
12/27/2019,7238.14,7363.53,7189.93,7290.09,7290.09,22777360996
12/28/2019,7289.03,7399.04,7286.91,7317.99,7317.99,21365673026
12/29/2019,7317.65,7513.95,7279.87,7422.65,7422.65,22445257702
12/30/2019,7420.27,7454.82,7276.31,7293.00,7293.00,22874131672
12/31/2019,7294.44,7335.29,7169.78,7193.60,7193.60,21167946112
1/1/2020,7194.89,7254.33,7174.94,7200.17,7200.17,18565664997
1/2/2020,7202.55,7212.16,6935.27,6985.47,6985.47,20802083465
1/3/2020,6984.43,7413.72,6915.00,7344.88,7344.88,28111481032
1/4/2020,7345.38,7427.39,7309.51,7410.66,7410.66,18444271275
1/5/2020,7410.45,7544.50,7400.54,7411.32,7411.32,19725074095
1/6/2020,7410.45,7781.87,7409.29,7769.22,7769.22,23276261598
1/7/2020,7768.68,8178.22,7768.23,8163.69,8163.69,28767291327
1/8/2020,8161.94,8396.74,7956.77,8079.86,8079.86,31672559265
1/9/2020,8082.30,8082.30,7842.40,7879.07,7879.07,24045990466
1/10/2020,7878.31,8166.55,7726.77,8166.55,8166.55,28714583844
1/11/2020,8162.19,8218.36,8029.64,8037.54,8037.54,25521165085
1/12/2020,8033.26,8200.06,8009.06,8192.49,8192.49,22903438381
1/13/2020,8189.77,8197.79,8079.70,8144.19,8144.19,22482910688
1/14/2020,8140.93,8879.51,8140.93,8827.76,8827.76,44841784107
1/15/2020,8825.34,8890.12,8657.19,8807.01,8807.01,40102834650
1/16/2020,8812.48,8846.46,8612.10,8723.79,8723.79,31313981931
1/17/2020,8725.21,8958.12,8677.32,8929.04,8929.04,36372139320
1/18/2020,8927.21,9012.20,8827.33,8942.81,8942.81,32337772627
1/19/2020,8941.45,9164.36,8620.08,8706.25,8706.25,34217320471
1/20/2020,8704.63,8745.59,8560.47,8657.64,8657.64,26422375678
1/21/2020,8658.99,8755.71,8544.52,8745.89,8745.89,24097418512
1/22/2020,8744.21,8792.99,8636.75,8680.88,8680.88,22600204051
1/23/2020,8680.65,8687.75,8333.64,8406.52,8406.52,25770680779
1/24/2020,8405.57,8514.67,8266.84,8445.43,8445.43,24397913026
1/25/2020,8440.12,8458.45,8296.22,8367.85,8367.85,19647331549
1/26/2020,8364.41,8602.40,8325.50,8596.83,8596.83,22177678796
1/27/2020,8597.31,8977.73,8597.31,8909.82,8909.82,28647338393
1/28/2020,8912.52,9358.59,8908.45,9358.59,9358.59,34398744403
1/29/2020,9357.47,9406.43,9269.47,9316.63,9316.63,30682598115
1/30/2020,9316.02,9553.13,9230.90,9508.99,9508.99,32378792851
1/31/2020,9508.31,9521.71,9230.78,9350.53,9350.53,29432489719
2/1/2020,9346.36,9439.32,9313.24,9392.88,9392.88,25922656496
2/2/2020,9389.82,9468.80,9217.82,9344.37,9344.37,30835736946
2/3/2020,9344.68,9540.37,9248.63,9293.52,9293.52,30934096509
2/4/2020,9292.84,9331.27,9112.81,9180.96,9180.96,29893183716
2/5/2020,9183.42,9701.30,9163.70,9613.42,9613.42,35222060874
2/6/2020,9617.82,9824.62,9539.82,9729.80,9729.80,37628823716
2/7/2020,9726.00,9834.72,9726.00,9795.94,9795.94,34522718159
2/8/2020,9793.07,9876.75,9678.91,9865.12,9865.12,35172043762
2/9/2020,9863.89,10129.44,9850.39,10116.67,10116.67,35807884663
2/10/2020,10115.56,10165.77,9784.56,9856.61,9856.61,39386548075
2/11/2020,9855.89,10210.05,9729.33,10208.24,10208.24,37648059389
2/12/2020,10202.39,10393.61,10202.39,10326.05,10326.05,43444303830
2/13/2020,10323.96,10457.63,10116.16,10214.38,10214.38,49356071373
2/14/2020,10211.55,10322.00,10125.53,10312.12,10312.12,43338264162
2/15/2020,10313.86,10341.56,9874.43,9889.42,9889.42,43865054831
2/16/2020,9889.18,10053.97,9722.39,9934.43,9934.43,43374780305
2/17/2020,9936.56,9938.82,9507.64,9690.14,9690.14,45998298413
2/18/2020,9691.23,10161.94,9632.38,10142.00,10142.00,47271023953
2/19/2020,10143.80,10191.68,9611.22,9633.39,9633.39,46992019710
2/20/2020,9629.33,9643.22,9507.90,9608.48,9608.48,44925260237
2/21/2020,9611.78,9723.01,9589.74,9686.44,9686.44,40930547513
2/22/2020,9687.71,9698.23,9600.73,9663.18,9663.18,35838025154
2/23/2020,9663.32,9937.40,9657.79,9924.52,9924.52,41185185761
2/24/2020,9921.58,9951.75,9537.04,9650.17,9650.17,45080496648
2/25/2020,9651.31,9652.74,9305.02,9341.71,9341.71,42515259129
2/26/2020,9338.29,9354.78,8704.43,8820.52,8820.52,50420050762
2/27/2020,8825.09,8932.89,8577.20,8784.49,8784.49,45470195695
2/28/2020,8788.73,8890.46,8492.93,8672.46,8672.46,44605450443
2/29/2020,8671.21,8775.63,8599.51,8599.51,8599.51,35792392544
3/1/2020,8599.76,8726.80,8471.21,8562.45,8562.45,35349164300
3/2/2020,8563.26,8921.31,8532.63,8869.67,8869.67,42857674409
3/3/2020,8865.39,8901.60,8704.99,8787.79,8787.79,42386715821
3/4/2020,8788.54,8843.37,8712.43,8755.25,8755.25,34746706368
3/5/2020,8760.29,9142.05,8757.25,9078.76,9078.76,39698054597
3/6/2020,9078.31,9167.70,9032.08,9122.55,9122.55,40826885651
3/7/2020,9121.60,9163.22,8890.74,8909.95,8909.95,36216930370
3/8/2020,8908.21,8914.34,8105.25,8108.12,8108.12,39973102121
3/9/2020,8111.15,8177.79,7690.10,7923.64,7923.64,46936995808
3/10/2020,7922.15,8136.95,7814.76,7909.73,7909.73,42213940994
3/11/2020,7910.09,7950.81,7642.81,7911.43,7911.43,38682762605
3/12/2020,7913.62,7929.12,4860.35,4970.79,4970.79,53980357243
3/13/2020,5017.83,5838.11,4106.98,5563.71,5563.71,74156772075
3/14/2020,5573.08,5625.23,5125.07,5200.37,5200.37,36154506008
3/15/2020,5201.07,5836.65,5169.28,5392.31,5392.31,33997889639
3/16/2020,5385.23,5385.23,4575.36,5014.48,5014.48,45368026430
3/17/2020,5002.58,5371.35,4981.91,5225.63,5225.63,38622642935
3/18/2020,5227.11,5331.83,5069.34,5238.44,5238.44,37878801016
3/19/2020,5245.42,6329.74,5236.97,6191.19,6191.19,51000731797
3/20/2020,6191.65,6844.26,5865.78,6198.78,6198.78,54442976103
3/21/2020,6206.52,6378.14,5932.82,6185.07,6185.07,42494390880
3/22/2020,6185.56,6359.70,5823.71,5830.25,5830.25,40099664740
3/23/2020,5831.37,6443.93,5785.00,6416.31,6416.31,46491916000
3/24/2020,6436.64,6789.02,6411.07,6734.80,6734.80,48221910672
3/25/2020,6738.72,6892.51,6536.93,6681.06,6681.06,44590107888
3/26/2020,6675.17,6735.46,6590.96,6716.44,6716.44,35319797642
3/27/2020,6719.39,6793.84,6466.70,6469.80,6469.80,34585598367
3/28/2020,6467.25,6467.50,6117.84,6242.19,6242.19,34885225901
3/29/2020,6245.62,6250.47,5920.09,5922.04,5922.04,28373690931
3/30/2020,5925.54,6517.20,5903.23,6429.84,6429.84,37101651525
3/31/2020,6430.61,6504.52,6374.16,6438.64,6438.64,32786468812
4/1/2020,6437.32,6612.57,6202.37,6606.78,6606.78,40346426266
4/2/2020,6606.78,7088.25,6595.92,6793.62,6793.62,47660646124
4/3/2020,6797.40,7003.22,6673.34,6733.39,6733.39,38976504903
4/4/2020,6738.38,6878.95,6696.48,6867.53,6867.53,33185988584
4/5/2020,6862.54,6883.41,6715.93,6791.13,6791.13,29510409856
4/6/2020,6788.05,7271.78,6782.89,7271.78,7271.78,46896904615
4/7/2020,7273.64,7427.94,7136.71,7176.41,7176.41,44243482668
4/8/2020,7179.28,7356.22,7153.31,7334.10,7334.10,37563249549
4/9/2020,7337.97,7341.45,7179.09,7302.09,7302.09,34815139178
4/10/2020,7303.82,7303.82,6802.48,6865.49,6865.49,43622840992
4/11/2020,6867.44,6926.07,6789.92,6859.08,6859.08,31222085946
4/12/2020,6858.07,7119.95,6811.08,6971.09,6971.09,35759567632
4/13/2020,6965.62,6965.62,6668.26,6845.04,6845.04,38619308647
4/14/2020,6843.28,6958.56,6793.82,6842.43,6842.43,34110434052
4/15/2020,6845.56,6928.66,6633.40,6642.11,6642.11,32288311031
4/16/2020,6640.45,7134.45,6555.50,7116.80,7116.80,46783242377
4/17/2020,7116.55,7167.18,7050.33,7096.18,7096.18,32513423567
4/18/2020,7092.29,7269.96,7089.25,7257.67,7257.67,32447188386
4/19/2020,7260.92,7280.52,7167.05,7189.42,7189.42,31311210215
4/20/2020,7186.87,7240.29,6835.50,6881.96,6881.96,37747113936
4/21/2020,6879.78,6934.55,6834.44,6880.32,6880.32,32589741511
4/22/2020,6879.44,7145.87,6867.78,7117.21,7117.21,33249153866
4/23/2020,7121.31,7491.79,7081.59,7429.72,7429.72,43500782316
4/24/2020,7434.18,7574.20,7434.18,7550.90,7550.90,34636526286
4/25/2020,7550.48,7641.36,7521.67,7569.94,7569.94,32941541447
4/26/2020,7570.14,7700.59,7561.41,7679.87,7679.87,33070154491
4/27/2020,7679.42,7795.60,7679.42,7795.60,7795.60,36162144725
4/28/2020,7796.97,7814.53,7730.81,7807.06,7807.06,33187959921
4/29/2020,7806.71,8871.75,7786.05,8801.04,8801.04,60201052203
4/30/2020,8797.67,9440.65,8533.26,8658.55,8658.55,66964629541
5/1/2020,8672.78,9048.02,8667.76,8864.77,8864.77,44068389997
5/2/2020,8869.06,9007.19,8811.37,8988.60,8988.60,40134388683
5/3/2020,8983.61,9167.78,8830.97,8897.47,8897.47,47101785174
5/4/2020,8895.75,8956.91,8645.02,8912.65,8912.65,45718796276
5/5/2020,8912.83,9062.42,8856.83,9003.07,9003.07,43148462663
5/6/2020,9007.44,9411.47,8966.71,9268.76,9268.76,49371886931
5/7/2020,9261.90,9992.66,9138.32,9951.52,9951.52,61112700562
5/8/2020,9936.16,9996.74,9767.17,9842.67,9842.67,51780748042
5/9/2020,9840.91,9913.86,9580.64,9593.90,9593.90,46566121841
5/10/2020,9591.17,9595.58,8395.11,8756.43,8756.43,63325279337
5/11/2020,8755.54,9033.47,8374.32,8601.80,8601.80,57119858802
5/12/2020,8610.39,8949.90,8569.64,8804.48,8804.48,42142717533
5/13/2020,8805.39,9317.88,8805.39,9269.99,9269.99,45558144023
5/14/2020,9271.33,9793.27,9255.04,9733.72,9733.72,56426907637
5/15/2020,9734.29,9755.83,9261.40,9328.20,9328.20,48158802327
5/16/2020,9333.24,9564.21,9260.69,9377.01,9377.01,36164766408
5/17/2020,9374.93,9823.00,9349.55,9670.74,9670.74,40084250663
5/18/2020,9675.70,9906.03,9570.36,9726.58,9726.58,41827139896
5/19/2020,9727.06,9836.05,9539.62,9729.04,9729.04,39254288955
5/20/2020,9725.33,9804.79,9447.20,9522.98,9522.98,36546239703
5/21/2020,9522.74,9555.24,8869.93,9081.76,9081.76,39326160532
5/22/2020,9080.33,9232.94,9008.64,9182.58,9182.58,29810773699
5/23/2020,9185.06,9302.50,9118.11,9209.29,9209.29,27727866812
5/24/2020,9212.28,9288.40,8787.25,8790.37,8790.37,32518803300
5/25/2020,8786.11,8951.01,8719.67,8906.93,8906.93,31288157264
5/26/2020,8909.59,8991.97,8757.29,8835.05,8835.05,29584186947
5/27/2020,8837.38,9203.32,8834.16,9181.02,9181.02,32740536902
5/28/2020,9184.95,9546.32,9148.46,9525.75,9525.75,34367073114
5/29/2020,9528.36,9573.67,9379.34,9439.12,9439.12,32896642044
5/30/2020,9438.91,9704.03,9366.73,9700.41,9700.41,32722975141
5/31/2020,9700.11,9700.34,9432.30,9461.06,9461.06,27773290299
6/1/2020,9463.61,10199.57,9450.90,10167.27,10167.27,35198901068
6/2/2020,10162.97,10182.34,9460.57,9529.80,9529.80,39137252109
6/3/2020,9533.76,9682.86,9471.85,9656.72,9656.72,25007459262
6/4/2020,9655.85,9887.61,9525.25,9800.64,9800.64,25921805072
6/5/2020,9800.22,9869.24,9663.22,9665.53,9665.53,23509628646
6/6/2020,9664.90,9773.43,9591.02,9653.68,9653.68,20438419222
6/7/2020,9653.00,9768.50,9458.15,9758.85,9758.85,25015250846
6/8/2020,9760.06,9782.31,9675.89,9771.49,9771.49,21486346312
6/9/2020,9774.36,9836.37,9664.72,9795.70,9795.70,23717842783
6/10/2020,9794.12,9908.90,9728.29,9870.09,9870.09,25706567601
6/11/2020,9870.08,9938.30,9263.07,9321.78,9321.78,30247143440
6/12/2020,9320.69,9540.47,9285.85,9480.84,9480.84,22610564515
6/13/2020,9480.74,9493.21,9396.01,9475.28,9475.28,17564322315
6/14/2020,9477.55,9482.27,9347.59,9386.79,9386.79,18991732746
6/15/2020,9386.04,9504.86,8990.18,9450.70,9450.70,26699704768
6/16/2020,9454.27,9579.43,9400.45,9538.02,9538.02,21565537209
6/17/2020,9533.78,9540.42,9327.34,9480.25,9480.25,20177709879
6/18/2020,9481.57,9482.78,9328.40,9411.84,9411.84,17770083003
6/19/2020,9410.29,9440.88,9274.30,9288.02,9288.02,19632223107
6/20/2020,9290.96,9394.97,9247.38,9332.34,9332.34,17130541557
6/21/2020,9330.93,9401.11,9300.43,9303.63,9303.63,15324301169
6/22/2020,9300.92,9655.07,9296.87,9648.72,9648.72,21104009514
6/23/2020,9644.08,9670.54,9547.25,9629.66,9629.66,17006433272
6/24/2020,9632.15,9680.37,9278.23,9313.61,9313.61,18961716076
6/25/2020,9314.13,9340.16,9095.32,9264.81,9264.81,18616048626
6/26/2020,9261.00,9310.52,9101.74,9162.92,9162.92,18341465837
6/27/2020,9167.82,9207.81,8998.22,9045.39,9045.39,17273093144
6/28/2020,9048.46,9197.55,8975.53,9143.58,9143.58,14560870760
6/29/2020,9140.03,9237.57,9041.88,9190.85,9190.85,16460547078
6/30/2020,9185.58,9217.84,9084.84,9137.99,9137.99,15735797744
7/1/2020,9145.99,9309.75,9104.74,9228.33,9228.33,15971550355
7/2/2020,9231.14,9274.96,9036.62,9123.41,9123.41,16338916796
7/3/2020,9124.84,9202.34,9058.79,9087.30,9087.30,13078970999
7/4/2020,9084.23,9183.30,9053.63,9132.49,9132.49,12290528515
7/5/2020,9126.09,9162.18,8977.02,9073.94,9073.94,12903406143
7/6/2020,9072.85,9375.47,9058.66,9375.47,9375.47,17889263252
7/7/2020,9349.16,9360.62,9201.82,9252.28,9252.28,13839652595
7/8/2020,9253.02,9450.34,9249.50,9428.33,9428.33,19702359883
7/9/2020,9427.99,9431.38,9235.00,9277.97,9277.97,18000702524
7/10/2020,9273.36,9287.47,9118.00,9278.81,9278.81,16860035605
7/11/2020,9277.51,9293.53,9199.49,9240.35,9240.35,13249910444
7/12/2020,9241.05,9319.42,9197.45,9276.50,9276.50,14452361907
7/13/2020,9277.21,9306.41,9224.29,9243.61,9243.61,17519821266
7/14/2020,9238.70,9283.84,9171.66,9243.21,9243.21,18085038362
7/15/2020,9241.90,9275.33,9171.93,9192.84,9192.84,15844731575
7/16/2020,9191.98,9214.31,9088.95,9132.23,9132.23,15713967523
7/17/2020,9131.81,9182.25,9089.20,9151.39,9151.39,13944570749
7/18/2020,9151.18,9230.98,9100.82,9159.04,9159.04,12252601475
7/19/2020,9158.01,9201.40,9097.63,9185.82,9185.82,12939002784
7/20/2020,9187.22,9214.27,9137.51,9164.23,9164.23,13755604146
7/21/2020,9162.51,9407.26,9149.39,9374.89,9374.89,18069581956
7/22/2020,9375.08,9530.52,9319.65,9525.36,9525.36,16532254884
7/23/2020,9527.14,9610.25,9483.00,9581.07,9581.07,18146399002
7/24/2020,9585.51,9623.34,9481.45,9536.89,9536.89,16552768325
7/25/2020,9539.49,9704.56,9530.21,9677.11,9677.11,16610070933
7/26/2020,9680.23,10023.81,9652.85,9905.17,9905.17,20507998997
7/27/2020,9905.22,11298.22,9903.97,10990.87,10990.87,35359749590
7/28/2020,11017.46,11204.33,10632.63,10912.82,10912.82,28766551142
7/29/2020,10912.95,11304.40,10856.14,11100.47,11100.47,24617249715
7/30/2020,11099.83,11169.36,10895.46,11111.21,11111.21,22857247901
7/31/2020,11110.21,11415.86,10987.05,11323.47,11323.47,23160469766
8/1/2020,11322.57,11794.78,11239.68,11759.59,11759.59,26075670303
8/2/2020,11758.76,12034.14,11018.13,11053.61,11053.61,27410067336
8/3/2020,11043.77,11453.08,11012.42,11246.35,11246.35,20271713443
8/4/2020,11246.20,11385.38,11094.15,11205.89,11205.89,21250197042
8/5/2020,11203.82,11786.62,11158.29,11747.02,11747.02,24411254471
8/6/2020,11749.87,11902.34,11598.71,11779.77,11779.77,23400740340
8/7/2020,11778.89,11898.04,11408.59,11601.47,11601.47,23132312867
8/8/2020,11604.55,11800.06,11558.43,11754.05,11754.05,17572057837
8/9/2020,11737.33,11806.06,11548.78,11675.74,11675.74,17489608833
8/10/2020,11662.26,12045.14,11662.26,11878.11,11878.11,26114112569
8/11/2020,11881.65,11932.71,11195.71,11410.53,11410.53,27039782640
8/12/2020,11404.60,11748.40,11249.61,11584.93,11584.93,25064548486
8/13/2020,11588.41,11796.40,11216.87,11784.14,11784.14,27522199497
8/14/2020,11772.66,12150.99,11685.46,11768.87,11768.87,24237958589
8/15/2020,11768.70,11963.20,11768.70,11865.70,11865.70,23354924400
8/16/2020,11866.69,11934.90,11737.19,11892.80,11892.80,20583375490
8/17/2020,11895.66,12359.06,11806.70,12254.40,12254.40,28227687027
8/18/2020,12251.90,12335.71,11954.53,11991.23,11991.23,26043227672
8/19/2020,11990.88,12028.92,11687.33,11758.28,11758.28,24502851117
8/20/2020,11761.50,11900.41,11710.06,11878.37,11878.37,20175242945
8/21/2020,11878.03,11899.26,11564.98,11592.49,11592.49,23762425999
8/22/2020,11585.48,11689.41,11448.81,11681.83,11681.83,20224191306
8/23/2020,11679.70,11713.43,11559.92,11664.85,11664.85,18482062658
8/24/2020,11663.69,11807.63,11623.25,11774.60,11774.60,20681511755
8/25/2020,11773.59,11778.30,11189.85,11366.13,11366.13,26301509932
8/26/2020,11366.89,11530.05,11296.99,11488.36,11488.36,22466660958
8/27/2020,11485.61,11570.79,11185.94,11323.40,11323.40,23240415076
8/28/2020,11325.30,11545.62,11316.42,11542.50,11542.50,19807127588
8/29/2020,11541.05,11585.64,11466.29,11506.87,11506.87,17485597759
8/30/2020,11508.71,11715.26,11492.38,11711.51,11711.51,19760127945
8/31/2020,11713.31,11768.88,11598.32,11680.82,11680.82,22285928250
9/1/2020,11679.32,12067.08,11601.13,11970.48,11970.48,27311555343
9/2/2020,11964.82,11964.82,11290.79,11414.03,11414.03,28037405299
9/3/2020,11407.19,11443.02,10182.46,10245.30,10245.30,31927261555
9/4/2020,10230.37,10663.92,10207.94,10511.81,10511.81,29965130374
9/5/2020,10512.53,10581.57,9946.68,10169.57,10169.57,44916565292
9/6/2020,10167.22,10353.93,10056.89,10280.35,10280.35,37071460174
9/7/2020,10281.00,10399.15,9916.49,10369.56,10369.56,33703098409
9/8/2020,10369.31,10414.78,9945.11,10131.52,10131.52,33430927462
9/9/2020,10134.15,10350.54,10017.25,10242.35,10242.35,24128292755
9/10/2020,10242.33,10503.91,10238.14,10363.14,10363.14,54406443211
9/11/2020,10369.03,10434.92,10140.84,10400.92,10400.92,45201121775
9/12/2020,10409.86,10578.84,10292.39,10442.17,10442.17,36750077324
9/13/2020,10452.40,10577.21,10224.33,10323.76,10323.76,36506852789
